Site,Individual,Date,Time,Parameter_A,Parameter_B
Site_5,Site_5_Candidate_2,2025-07-12,09:45,56.92,30.08
Site_5,Site_5_Candidate_2,2025-07-12,10:00,57.38,36.99
Site_5,Site_5_Candidate_2,2025-07-12,10:15,77.55,13.32
Site_5,Site_5_Candidate_2,2025-07-12,10:30,63.81,43.2
Site_5,Site_5_Candidate_2,2025-07-12,10:45,91.17,0.18
Site_5,Site_5_Candidate_2,2025-07-12,11:00,88.25,24.64
Site_5,Site_5_Candidate_2,2025-07-12,11:15,88.59,26.11
Site_5,Site_5_Candidate_2,2025-07-12,11:30,72.34,35.08
Site_5,Site_5_Candidate_2,2025-07-12,11:45,62.47,27.71
Site_5,Site_5_Candidate_2,2025-07-12,12:00,80.63,16.21
Site_5,Site_5_Candidate_2,2025-07-12,12:15,85.21,45.67
Site_5,Site_5_Candidate_2,2025-07-12,12:30,88.34,49.03
Site_5,Site_5_Candidate_2,2025-07-12,12:45,50.48,33.27
Site_5,Site_5_Candidate_2,2025-07-12,13:00,57.13,8.83
Site_5,Site_5_Candidate_2,2025-07-12,13:15,77.34,42.53
Site_5,Site_5_Candidate_2,2025-07-12,13:30,98.71,20.79
Site_5,Site_5_Candidate_2,2025-07-12,13:45,69.7,40.23
Site_5,Site_5_Candidate_2,2025-07-12,14:00,86.3,4.82
Site_5,Site_5_Candidate_2,2025-07-12,14:15,95.31,6.04
Site_5,Site_5_Candidate_2,2025-07-12,14:30,59.72,2.88
Site_5,Site_5_Candidate_2,2025-07-12,14:45,84.53,12.96
Site_5,Site_5_Candidate_2,2025-07-12,15:00,97.56,12.06
Site_5,Site_5_Candidate_2,2025-07-12,15:15,78.51,20.65
Site_5,Site_5_Candidate_2,2025-07-12,15:30,64.94,21.07
Site_5,Site_5_Candidate_2,2025-07-12,15:45,77.47,29.32
Site_5,Site_5_Candidate_2,2025-07-12,16:00,71.86,13.98
Site_5,Site_5_Candidate_2,2025-07-12,16:15,76.51,18.69
Site_5,Site_5_Candidate_2,2025-07-12,16:30,56.19,46.02
Site_5,Site_5_Candidate_2,2025-07-12,16:45,52.66,22.64
Site_5,Site_5_Candidate_2,2025-07-12,17:00,82.2,20.35
Site_5,Site_5_Candidate_2,2025-07-12,17:15,65.29,35.07
Site_5,Site_5_Candidate_2,2025-07-12,17:30,56.99,39.84
Site_5,Site_5_Candidate_2,2025-07-11,09:00,75.46,25.31
Site_5,Site_5_Candidate_2,2025-07-11,09:15,90.22,32.78
Site_5,Site_5_Candidate_2,2025-07-11,09:30,62.28,11.52
Site_5,Site_5_Candidate_2,2025-07-11,09:45,72.91,44.65
Site_5,Site_5_Candidate_2,2025-07-11,10:00,52.4,35.61
Site_5,Site_5_Candidate_2,2025-07-11,10:15,65.86,0.3
Site_5,Site_5_Candidate_2,2025-07-11,10:30,94.81,47.44
Site_5,Site_5_Candidate_2,2025-07-11,10:45,73.52,42.63
Site_5,Site_5_Candidate_2,2025-07-11,11:00,97.97,16.67
Site_5,Site_5_Candidate_2,2025-07-11,11:15,58.86,0.89
Site_5,Site_5_Candidate_2,2025-07-11,11:30,61.78,5.75
Site_5,Site_5_Candidate_2,2025-07-11,11:45,54.7,0.73
Site_5,Site_5_Candidate_2,2025-07-11,12:00,88.69,15.33
Site_5,Site_5_Candidate_2,2025-07-11,12:15,97.41,28.57
Site_5,Site_5_Candidate_2,2025-07-11,12:30,98.16,7.37
Site_5,Site_5_Candidate_2,2025-07-11,12:45,70.16,16.66
Site_5,Site_5_Candidate_2,2025-07-11,13:00,81.59,24.54
Site_5,Site_5_Candidate_2,2025-07-11,13:15,52.92,0.84
Site_5,Site_5_Candidate_2,2025-07-11,13:30,71.58,19.44
Site_5,Site_5_Candidate_2,2025-07-11,13:45,87.6,2.14
Site_5,Site_5_Candidate_2,2025-07-11,14:00,71.96,31.27
Site_5,Site_5_Candidate_2,2025-07-11,14:15,67.03,1.17
Site_5,Site_5_Candidate_2,2025-07-11,14:30,75.58,33.78
Site_5,Site_5_Candidate_2,2025-07-11,14:45,98.13,31.01
Site_5,Site_5_Candidate_2,2025-07-11,15:00,56.31,14.18
Site_5,Site_5_Candidate_2,2025-07-11,15:15,96.89,8.52
Site_5,Site_5_Candidate_2,2025-07-11,15:30,89.32,42.06
Site_5,Site_5_Candidate_2,2025-07-11,15:45,68.23,2.23
Site_5,Site_5_Candidate_2,2025-07-11,16:00,85.01,49.53
Site_5,Site_5_Candidate_2,2025-07-11,16:15,83.4,22.71
Site_5,Site_5_Candidate_2,2025-07-11,16:30,60.87,35.88
Site_5,Site_5_Candidate_2,2025-07-11,16:45,71.78,35.83
Site_5,Site_5_Candidate_2,2025-07-11,17:00,63.79,5.64
Site_5,Site_5_Candidate_2,2025-07-11,17:15,65.01,21.25
Site_5,Site_5_Candidate_2,2025-07-11,17:30,52.28,23.84
Site_5,Site_5_Candidate_2,2025-07-10,09:00,59.19,23.59
Site_5,Site_5_Candidate_2,2025-07-10,09:15,62.08,38.66
Site_5,Site_5_Candidate_2,2025-07-10,09:30,55.37,29.21
Site_5,Site_5_Candidate_2,2025-07-10,09:45,59.21,11.79
Site_5,Site_5_Candidate_2,2025-07-10,10:00,97.9,26.25
Site_5,Site_5_Candidate_2,2025-07-10,10:15,96.71,10.7
Site_5,Site_5_Candidate_2,2025-07-10,10:30,96.94,25.45
Site_5,Site_5_Candidate_2,2025-07-10,10:45,88.71,0.39
Site_5,Site_5_Candidate_2,2025-07-10,11:00,82.49,3.4
Site_5,Site_5_Candidate_2,2025-07-10,11:15,95.39,14.05
Site_5,Site_5_Candidate_2,2025-07-10,11:30,56.04,29.67
Site_5,Site_5_Candidate_2,2025-07-10,11:45,78.93,11.0
Site_5,Site_5_Candidate_2,2025-07-10,12:00,74.33,7.83
Site_5,Site_5_Candidate_2,2025-07-10,12:15,64.44,21.7
Site_5,Site_5_Candidate_2,2025-07-10,12:30,52.53,14.95
Site_5,Site_5_Candidate_2,2025-07-10,12:45,96.91,10.03
Site_5,Site_5_Candidate_2,2025-07-10,13:00,86.27,8.79
Site_5,Site_5_Candidate_2,2025-07-10,13:15,80.65,35.23
Site_5,Site_5_Candidate_2,2025-07-10,13:30,58.64,4.99
Site_5,Site_5_Candidate_2,2025-07-10,13:45,97.45,9.43
Site_5,Site_5_Candidate_2,2025-07-10,14:00,65.83,41.81
Site_5,Site_5_Candidate_2,2025-07-10,14:15,72.76,36.84
Site_5,Site_5_Candidate_2,2025-07-10,14:30,80.12,39.61
Site_5,Site_5_Candidate_2,2025-07-10,14:45,90.84,36.74
Site_5,Site_5_Candidate_2,2025-07-10,15:00,89.07,39.43
Site_5,Site_5_Candidate_2,2025-07-10,15:15,71.57,26.03
Site_5,Site_5_Candidate_2,2025-07-10,15:30,74.88,15.86
Site_5,Site_5_Candidate_2,2025-07-10,15:45,71.19,38.79
Site_5,Site_5_Candidate_2,2025-07-10,16:00,52.94,44.4
Site_5,Site_5_Candidate_2,2025-07-10,16:15,85.77,29.02
Site_5,Site_5_Candidate_2,2025-07-10,16:30,75.39,19.47
Site_5,Site_5_Candidate_2,2025-07-10,16:45,68.45,21.26
Site_5,Site_5_Candidate_2,2025-07-10,17:00,91.69,38.16
Site_5,Site_5_Candidate_2,2025-07-10,17:15,90.42,24.26
Site_5,Site_5_Candidate_2,2025-07-10,17:30,88.76,34.88
Site_5,Site_5_Candidate_2,2025-07-09,09:00,64.95,15.55
Site_5,Site_5_Candidate_2,2025-07-09,09:15,57.4,22.05
Site_5,Site_5_Candidate_2,2025-07-09,09:30,57.66,36.27
Site_5,Site_5_Candidate_2,2025-07-09,09:45,86.45,38.81
Site_5,Site_5_Candidate_2,2025-07-09,10:00,78.56,22.3
Site_5,Site_5_Candidate_2,2025-07-09,10:15,83.12,20.52
Site_5,Site_5_Candidate_2,2025-07-09,10:30,93.37,38.48
Site_5,Site_5_Candidate_2,2025-07-09,10:45,59.06,34.0
Site_5,Site_5_Candidate_2,2025-07-09,11:00,98.28,7.76
Site_5,Site_5_Candidate_2,2025-07-09,11:15,59.57,37.8
Site_5,Site_5_Candidate_2,2025-07-09,11:30,75.27,36.61
Site_5,Site_5_Candidate_2,2025-07-09,11:45,77.11,9.08
Site_5,Site_5_Candidate_2,2025-07-09,12:00,97.41,3.21
Site_5,Site_5_Candidate_2,2025-07-09,12:15,97.16,20.4
Site_5,Site_5_Candidate_2,2025-07-09,12:30,81.79,28.37
Site_5,Site_5_Candidate_2,2025-07-09,12:45,81.94,31.31
Site_5,Site_5_Candidate_2,2025-07-09,13:00,88.16,19.81
Site_5,Site_5_Candidate_2,2025-07-09,13:15,90.41,34.68
Site_5,Site_5_Candidate_2,2025-07-09,13:30,52.86,5.06
Site_5,Site_5_Candidate_2,2025-07-09,13:45,73.77,4.65
Site_5,Site_5_Candidate_2,2025-07-09,14:00,70.25,41.07
Site_5,Site_5_Candidate_2,2025-07-09,14:15,52.73,7.06
Site_5,Site_5_Candidate_2,2025-07-09,14:30,83.01,17.87
Site_5,Site_5_Candidate_2,2025-07-09,14:45,75.62,28.46
Site_5,Site_5_Candidate_2,2025-07-09,15:00,77.96,38.84
Site_5,Site_5_Candidate_2,2025-07-09,15:15,77.9,29.16
Site_5,Site_5_Candidate_2,2025-07-09,15:30,96.27,33.49
Site_5,Site_5_Candidate_2,2025-07-09,15:45,69.57,23.31
Site_5,Site_5_Candidate_2,2025-07-09,16:00,93.41,37.01
Site_5,Site_5_Candidate_2,2025-07-09,16:15,74.29,44.5
Site_5,Site_5_Candidate_2,2025-07-09,16:30,85.94,4.88
Site_5,Site_5_Candidate_2,2025-07-09,16:45,94.59,44.07
Site_5,Site_5_Candidate_2,2025-07-09,17:00,73.79,23.75
Site_5,Site_5_Candidate_2,2025-07-09,17:15,81.5,2.95
Site_5,Site_5_Candidate_2,2025-07-09,17:30,64.22,38.75
Site_5,Site_5_Candidate_2,2025-07-08,09:00,63.73,39.02
Site_5,Site_5_Candidate_2,2025-07-08,09:15,65.28,19.45
Site_5,Site_5_Candidate_2,2025-07-08,09:30,71.12,33.11
Site_5,Site_5_Candidate_2,2025-07-08,09:45,51.16,31.66
Site_5,Site_5_Candidate_2,2025-07-08,10:00,92.54,44.67
Site_5,Site_5_Candidate_2,2025-07-08,10:15,56.8,27.23
Site_5,Site_5_Candidate_2,2025-07-08,10:30,92.15,28.34
Site_5,Site_5_Candidate_2,2025-07-08,10:45,57.37,33.06
Site_5,Site_5_Candidate_2,2025-07-08,11:00,56.15,17.23
Site_5,Site_5_Candidate_2,2025-07-08,11:15,81.55,42.91
Site_5,Site_5_Candidate_2,2025-07-08,11:30,80.89,0.12
Site_5,Site_5_Candidate_2,2025-07-08,11:45,88.12,3.14
Site_5,Site_5_Candidate_2,2025-07-08,12:00,67.56,19.47
Site_5,Site_5_Candidate_2,2025-07-08,12:15,74.36,41.8
Site_5,Site_5_Candidate_2,2025-07-08,12:30,76.93,35.31
Site_5,Site_5_Candidate_2,2025-07-08,12:45,61.83,48.63
Site_5,Site_5_Candidate_2,2025-07-08,13:00,63.02,40.26
Site_5,Site_5_Candidate_2,2025-07-08,13:15,76.54,38.5
Site_5,Site_5_Candidate_2,2025-07-08,13:30,79.48,33.84
Site_5,Site_5_Candidate_2,2025-07-08,13:45,89.05,8.02
Site_5,Site_5_Candidate_2,2025-07-08,14:00,94.02,38.1
Site_5,Site_5_Candidate_2,2025-07-08,14:15,56.96,39.87
Site_5,Site_5_Candidate_2,2025-07-08,14:30,87.04,22.73
Site_5,Site_5_Candidate_2,2025-07-08,14:45,65.59,13.0
Site_5,Site_5_Candidate_2,2025-07-08,15:00,82.95,14.6
Site_5,Site_5_Candidate_2,2025-07-08,15:15,81.15,10.28
Site_5,Site_5_Candidate_2,2025-07-08,15:30,61.73,31.13
Site_5,Site_5_Candidate_2,2025-07-08,15:45,76.27,3.98
Site_5,Site_5_Candidate_2,2025-07-08,16:00,86.5,24.3
Site_5,Site_5_Candidate_2,2025-07-08,16:15,57.44,45.89
Site_5,Site_5_Candidate_2,2025-07-08,16:30,63.52,24.43
Site_5,Site_5_Candidate_2,2025-07-08,16:45,52.16,20.03
Site_5,Site_5_Candidate_2,2025-07-08,17:00,64.52,25.59
Site_5,Site_5_Candidate_2,2025-07-08,17:15,71.41,21.36
Site_5,Site_5_Candidate_2,2025-07-08,17:30,80.4,30.9
Site_5,Site_5_Candidate_2,2025-07-07,09:00,73.99,17.0
Site_5,Site_5_Candidate_2,2025-07-07,09:15,56.59,30.61
Site_5,Site_5_Candidate_2,2025-07-07,09:30,62.11,33.3
Site_5,Site_5_Candidate_2,2025-07-07,09:45,55.36,39.17
Site_5,Site_5_Candidate_2,2025-07-07,10:00,89.5,43.29
Site_5,Site_5_Candidate_2,2025-07-07,10:15,66.45,8.58
Site_5,Site_5_Candidate_2,2025-07-07,10:30,50.67,41.56
Site_5,Site_5_Candidate_2,2025-07-07,10:45,53.73,7.4
Site_5,Site_5_Candidate_2,2025-07-07,11:00,68.53,45.56
Site_5,Site_5_Candidate_2,2025-07-07,11:15,74.21,49.08
Site_5,Site_5_Candidate_2,2025-07-07,11:30,77.02,49.68
Site_5,Site_5_Candidate_2,2025-07-07,11:45,60.09,17.53
Site_5,Site_5_Candidate_2,2025-07-07,12:00,57.48,49.22
Site_5,Site_5_Candidate_2,2025-07-07,12:15,63.06,35.91
Site_5,Site_5_Candidate_2,2025-07-07,12:30,92.9,32.98
Site_5,Site_5_Candidate_2,2025-07-07,12:45,97.91,11.97
Site_5,Site_5_Candidate_2,2025-07-07,13:00,95.54,37.76
Site_5,Site_5_Candidate_2,2025-07-07,13:15,58.37,37.97
Site_5,Site_5_Candidate_2,2025-07-07,13:30,80.37,38.61
Site_5,Site_5_Candidate_2,2025-07-07,13:45,84.0,13.85
Site_5,Site_5_Candidate_2,2025-07-07,14:00,67.89,8.04
Site_5,Site_5_Candidate_2,2025-07-07,14:15,77.98,29.05
Site_5,Site_5_Candidate_2,2025-07-07,14:30,99.83,37.06
Site_5,Site_5_Candidate_2,2025-07-07,14:45,57.35,49.31
Site_5,Site_5_Candidate_2,2025-07-07,15:00,56.8,26.24
Site_5,Site_5_Candidate_2,2025-07-07,15:15,93.98,18.4
Site_5,Site_5_Candidate_2,2025-07-07,15:30,76.42,45.65
Site_5,Site_5_Candidate_2,2025-07-07,15:45,88.34,18.05
Site_5,Site_5_Candidate_2,2025-07-07,16:00,54.83,43.49
Site_5,Site_5_Candidate_2,2025-07-07,16:15,80.64,49.09
Site_5,Site_5_Candidate_2,2025-07-07,16:30,56.95,46.19
Site_5,Site_5_Candidate_2,2025-07-07,16:45,53.98,25.3
Site_5,Site_5_Candidate_2,2025-07-07,17:00,71.82,28.45
Site_5,Site_5_Candidate_2,2025-07-07,17:15,85.63,36.08
Site_5,Site_5_Candidate_2,2025-07-07,17:30,99.33,6.65
Site_5,Site_5_Candidate_2,2025-07-06,09:00,87.54,49.92
Site_5,Site_5_Candidate_2,2025-07-06,09:15,61.25,38.88
Site_5,Site_5_Candidate_2,2025-07-06,09:30,91.54,39.43
Site_5,Site_5_Candidate_2,2025-07-06,09:45,59.5,2.06
Site_5,Site_5_Candidate_2,2025-07-06,10:00,72.26,18.74
Site_5,Site_5_Candidate_2,2025-07-06,10:15,87.82,11.74
Site_5,Site_5_Candidate_2,2025-07-06,10:30,60.41,48.32
Site_5,Site_5_Candidate_2,2025-07-06,10:45,66.32,9.06
Site_5,Site_5_Candidate_2,2025-07-06,11:00,98.56,33.75
Site_5,Site_5_Candidate_2,2025-07-06,11:15,68.34,22.14
Site_5,Site_5_Candidate_2,2025-07-06,11:30,62.31,15.49
Site_5,Site_5_Candidate_2,2025-07-06,11:45,96.48,47.34
Site_5,Site_5_Candidate_2,2025-07-06,12:00,64.3,16.92
Site_5,Site_5_Candidate_2,2025-07-06,12:15,57.1,44.1
Site_5,Site_5_Candidate_2,2025-07-06,12:30,99.23,20.44
Site_5,Site_5_Candidate_2,2025-07-06,12:45,94.04,43.94
Site_5,Site_5_Candidate_2,2025-07-06,13:00,93.81,42.78
Site_5,Site_5_Candidate_2,2025-07-06,13:15,66.18,28.29
Site_5,Site_5_Candidate_2,2025-07-06,13:30,81.21,15.08
Site_5,Site_5_Candidate_2,2025-07-06,13:45,84.67,8.68
Site_5,Site_5_Candidate_2,2025-07-06,14:00,96.34,24.47
Site_5,Site_5_Candidate_2,2025-07-06,14:15,53.56,49.15
Site_5,Site_5_Candidate_2,2025-07-06,14:30,98.72,24.26
Site_5,Site_5_Candidate_2,2025-07-06,14:45,59.18,7.07
Site_5,Site_5_Candidate_2,2025-07-06,15:00,80.53,44.4
Site_5,Site_5_Candidate_2,2025-07-06,15:15,84.07,2.6
Site_5,Site_5_Candidate_2,2025-07-06,15:30,57.73,16.38
Site_5,Site_5_Candidate_2,2025-07-06,15:45,65.83,40.28
Site_5,Site_5_Candidate_2,2025-07-06,16:00,63.18,4.08
Site_5,Site_5_Candidate_2,2025-07-06,16:15,92.86,45.21
Site_5,Site_5_Candidate_2,2025-07-06,16:30,57.95,22.06
Site_5,Site_5_Candidate_2,2025-07-06,16:45,91.8,14.64
Site_5,Site_5_Candidate_2,2025-07-06,17:00,65.34,32.62
Site_5,Site_5_Candidate_2,2025-07-06,17:15,85.45,49.07
Site_5,Site_5_Candidate_2,2025-07-06,17:30,98.35,28.69
Site_5,Site_5_Candidate_3,2025-07-15,09:00,80.47,17.91
Site_5,Site_5_Candidate_3,2025-07-15,09:15,87.73,19.51
Site_5,Site_5_Candidate_3,2025-07-15,09:30,54.94,42.8
Site_5,Site_5_Candidate_3,2025-07-15,09:45,67.69,28.36
Site_5,Site_5_Candidate_3,2025-07-15,10:00,72.22,6.63
Site_5,Site_5_Candidate_3,2025-07-15,10:15,67.34,4.02
Site_5,Site_5_Candidate_3,2025-07-15,10:30,65.68,5.18
Site_5,Site_5_Candidate_3,2025-07-15,10:45,80.74,23.73
Site_5,Site_5_Candidate_3,2025-07-15,11:00,60.15,46.45
Site_5,Site_5_Candidate_3,2025-07-15,11:15,84.87,15.31
Site_5,Site_5_Candidate_3,2025-07-15,11:30,80.34,19.35
Site_5,Site_5_Candidate_3,2025-07-15,11:45,78.96,44.59
Site_5,Site_5_Candidate_3,2025-07-15,12:00,57.77,38.62
Site_5,Site_5_Candidate_3,2025-07-15,12:15,82.88,36.78
Site_5,Site_5_Candidate_3,2025-07-15,12:30,64.25,35.84
Site_5,Site_5_Candidate_3,2025-07-15,12:45,89.1,16.61
Site_5,Site_5_Candidate_3,2025-07-15,13:00,89.07,18.6
Site_5,Site_5_Candidate_3,2025-07-15,13:15,62.83,31.22
Site_5,Site_5_Candidate_3,2025-07-15,13:30,53.58,37.9
Site_5,Site_5_Candidate_3,2025-07-15,13:45,70.35,21.12
Site_5,Site_5_Candidate_3,2025-07-15,14:00,59.18,0.38
Site_5,Site_5_Candidate_3,2025-07-15,14:15,51.05,35.58
Site_5,Site_5_Candidate_3,2025-07-15,14:30,78.02,39.0
Site_5,Site_5_Candidate_3,2025-07-15,14:45,98.52,48.54
Site_5,Site_5_Candidate_3,2025-07-15,15:00,93.21,27.34
Site_5,Site_5_Candidate_3,2025-07-15,15:15,85.48,1.17
Site_5,Site_5_Candidate_3,2025-07-15,15:30,72.39,39.08
Site_5,Site_5_Candidate_3,2025-07-15,15:45,93.13,45.33
Site_5,Site_5_Candidate_3,2025-07-15,16:00,80.87,28.38
Site_5,Site_5_Candidate_3,2025-07-15,16:15,51.05,27.58
Site_5,Site_5_Candidate_3,2025-07-15,16:30,53.34,48.92
Site_5,Site_5_Candidate_3,2025-07-15,16:45,70.54,19.37
Site_5,Site_5_Candidate_3,2025-07-15,17:00,68.59,44.88
Site_5,Site_5_Candidate_3,2025-07-15,17:15,99.68,45.98
Site_5,Site_5_Candidate_3,2025-07-15,17:30,64.84,48.75
Site_5,Site_5_Candidate_3,2025-07-14,09:00,83.9,22.72
Site_5,Site_5_Candidate_3,2025-07-14,09:15,87.6,48.22
Site_5,Site_5_Candidate_3,2025-07-14,09:30,52.78,27.47
Site_5,Site_5_Candidate_3,2025-07-14,09:45,92.88,39.72
Site_5,Site_5_Candidate_3,2025-07-14,10:00,81.34,38.72
Site_5,Site_5_Candidate_3,2025-07-14,10:15,61.42,31.05
Site_5,Site_5_Candidate_3,2025-07-14,10:30,95.89,10.75
Site_5,Site_5_Candidate_3,2025-07-14,10:45,82.09,5.85
Site_5,Site_5_Candidate_3,2025-07-14,11:00,68.84,12.01
Site_5,Site_5_Candidate_3,2025-07-14,11:15,99.8,46.27
Site_5,Site_5_Candidate_3,2025-07-14,11:30,99.08,32.04
Site_5,Site_5_Candidate_3,2025-07-14,11:45,91.68,35.18
Site_5,Site_5_Candidate_3,2025-07-14,12:00,58.52,49.78
Site_5,Site_5_Candidate_3,2025-07-14,12:15,96.59,43.43
Site_5,Site_5_Candidate_3,2025-07-14,12:30,88.44,43.55
Site_5,Site_5_Candidate_3,2025-07-14,12:45,65.64,6.65
Site_5,Site_5_Candidate_3,2025-07-14,13:00,81.26,0.17
Site_5,Site_5_Candidate_3,2025-07-14,13:15,71.61,27.04
Site_5,Site_5_Candidate_3,2025-07-14,13:30,57.78,14.34
Site_5,Site_5_Candidate_3,2025-07-14,13:45,88.39,46.64
Site_5,Site_5_Candidate_3,2025-07-14,14:00,66.39,49.48
Site_5,Site_5_Candidate_3,2025-07-14,14:15,80.83,47.87
Site_5,Site_5_Candidate_3,2025-07-14,14:30,81.23,10.29
Site_5,Site_5_Candidate_3,2025-07-14,14:45,91.39,36.5
Site_5,Site_5_Candidate_3,2025-07-14,15:00,58.01,2.46
Site_5,Site_5_Candidate_3,2025-07-14,15:15,69.0,18.07
Site_5,Site_5_Candidate_3,2025-07-14,15:30,54.1,19.25
Site_5,Site_5_Candidate_3,2025-07-14,15:45,68.9,11.54
Site_5,Site_5_Candidate_3,2025-07-14,16:00,73.24,24.95
Site_5,Site_5_Candidate_3,2025-07-14,16:15,61.7,40.92
Site_5,Site_5_Candidate_3,2025-07-14,16:30,85.53,19.27
Site_5,Site_5_Candidate_3,2025-07-14,16:45,79.21,18.19
Site_5,Site_5_Candidate_3,2025-07-14,17:00,96.18,0.57
Site_5,Site_5_Candidate_3,2025-07-14,17:15,65.86,39.68
Site_5,Site_5_Candidate_3,2025-07-14,17:30,88.54,21.53
Site_5,Site_5_Candidate_3,2025-07-13,09:00,66.51,3.49
Site_5,Site_5_Candidate_3,2025-07-13,09:15,62.98,12.16
Site_5,Site_5_Candidate_3,2025-07-13,09:30,94.89,18.15
Site_5,Site_5_Candidate_3,2025-07-13,09:45,72.9,0.36
Site_5,Site_5_Candidate_3,2025-07-13,10:00,60.29,46.22
Site_5,Site_5_Candidate_3,2025-07-13,10:15,58.96,24.49
Site_5,Site_5_Candidate_3,2025-07-13,10:30,81.2,11.72
Site_5,Site_5_Candidate_3,2025-07-13,10:45,89.22,29.1
Site_5,Site_5_Candidate_3,2025-07-13,11:00,64.41,22.61
Site_5,Site_5_Candidate_3,2025-07-13,11:15,70.46,21.85
Site_5,Site_5_Candidate_3,2025-07-13,11:30,65.87,32.15
Site_5,Site_5_Candidate_3,2025-07-13,11:45,66.2,10.94
Site_5,Site_5_Candidate_3,2025-07-13,12:00,53.28,33.19
Site_5,Site_5_Candidate_3,2025-07-13,12:15,89.72,18.75
Site_5,Site_5_Candidate_3,2025-07-13,12:30,98.22,29.19
Site_5,Site_5_Candidate_3,2025-07-13,12:45,61.06,42.53
Site_5,Site_5_Candidate_3,2025-07-13,13:00,93.88,11.27
Site_5,Site_5_Candidate_3,2025-07-13,13:15,91.08,46.07
Site_5,Site_5_Candidate_3,2025-07-13,13:30,68.29,46.75
Site_5,Site_5_Candidate_3,2025-07-13,13:45,65.22,20.34
Site_5,Site_5_Candidate_3,2025-07-13,14:00,97.9,15.46
Site_5,Site_5_Candidate_3,2025-07-13,14:15,81.9,30.72
Site_5,Site_5_Candidate_3,2025-07-13,14:30,65.94,10.4
Site_5,Site_5_Candidate_3,2025-07-13,14:45,96.93,7.24
Site_5,Site_5_Candidate_3,2025-07-13,15:00,97.55,16.69
Site_5,Site_5_Candidate_3,2025-07-13,15:15,89.14,15.86
Site_5,Site_5_Candidate_3,2025-07-13,15:30,85.49,28.78
Site_5,Site_5_Candidate_3,2025-07-13,15:45,89.04,9.25
Site_5,Site_5_Candidate_3,2025-07-13,16:00,86.02,48.12
Site_5,Site_5_Candidate_3,2025-07-13,16:15,80.02,12.77
Site_5,Site_5_Candidate_3,2025-07-13,16:30,74.07,31.6
Site_5,Site_5_Candidate_3,2025-07-13,16:45,92.43,33.73
Site_5,Site_5_Candidate_3,2025-07-13,17:00,99.93,49.17
Site_5,Site_5_Candidate_3,2025-07-13,17:15,57.26,41.15
Site_5,Site_5_Candidate_3,2025-07-13,17:30,91.69,21.14
Site_5,Site_5_Candidate_3,2025-07-12,09:00,95.42,18.59
Site_5,Site_5_Candidate_3,2025-07-12,09:15,59.03,44.8
Site_5,Site_5_Candidate_3,2025-07-12,09:30,78.03,2.24
Site_5,Site_5_Candidate_3,2025-07-12,09:45,73.0,23.49
Site_5,Site_5_Candidate_3,2025-07-12,10:00,92.81,28.72
Site_5,Site_5_Candidate_3,2025-07-12,10:15,68.95,2.61
Site_5,Site_5_Candidate_3,2025-07-12,10:30,85.67,27.62
Site_5,Site_5_Candidate_3,2025-07-12,10:45,71.75,38.34
Site_5,Site_5_Candidate_3,2025-07-12,11:00,73.83,3.75
Site_5,Site_5_Candidate_3,2025-07-12,11:15,59.07,49.1
Site_5,Site_5_Candidate_3,2025-07-12,11:30,73.6,33.89
Site_5,Site_5_Candidate_3,2025-07-12,11:45,75.85,14.39
Site_5,Site_5_Candidate_3,2025-07-12,12:00,50.53,11.43
Site_5,Site_5_Candidate_3,2025-07-12,12:15,73.04,39.82
Site_5,Site_5_Candidate_3,2025-07-12,12:30,73.98,26.22
Site_5,Site_5_Candidate_3,2025-07-12,12:45,55.47,14.09
Site_5,Site_5_Candidate_3,2025-07-12,13:00,81.64,42.86
Site_5,Site_5_Candidate_3,2025-07-12,13:15,68.37,10.43
Site_5,Site_5_Candidate_3,2025-07-12,13:30,79.54,21.28
Site_5,Site_5_Candidate_3,2025-07-12,13:45,91.66,47.04
Site_5,Site_5_Candidate_3,2025-07-12,14:00,82.16,5.86
Site_5,Site_5_Candidate_3,2025-07-12,14:15,94.6,25.67
Site_5,Site_5_Candidate_3,2025-07-12,14:30,93.3,30.34
Site_5,Site_5_Candidate_3,2025-07-12,14:45,75.25,9.96
Site_5,Site_5_Candidate_3,2025-07-12,15:00,54.52,43.31
Site_5,Site_5_Candidate_3,2025-07-12,15:15,91.35,22.54
Site_5,Site_5_Candidate_3,2025-07-12,15:30,93.63,8.79
Site_5,Site_5_Candidate_3,2025-07-12,15:45,96.51,34.69
Site_5,Site_5_Candidate_3,2025-07-12,16:00,75.94,26.09
Site_5,Site_5_Candidate_3,2025-07-12,16:15,75.62,42.42
Site_5,Site_5_Candidate_3,2025-07-12,16:30,93.29,5.98
Site_5,Site_5_Candidate_3,2025-07-12,16:45,77.37,3.03
Site_5,Site_5_Candidate_3,2025-07-12,17:00,90.31,17.63
Site_5,Site_5_Candidate_3,2025-07-12,17:15,55.85,40.03
Site_5,Site_5_Candidate_3,2025-07-12,17:30,56.57,5.79
Site_5,Site_5_Candidate_3,2025-07-11,09:00,83.64,49.84
Site_5,Site_5_Candidate_3,2025-07-11,09:15,94.76,39.45
Site_5,Site_5_Candidate_3,2025-07-11,09:30,59.85,1.91
Site_5,Site_5_Candidate_3,2025-07-11,09:45,81.94,11.5
Site_5,Site_5_Candidate_3,2025-07-11,10:00,50.89,20.41
Site_5,Site_5_Candidate_3,2025-07-11,10:15,89.61,26.75
